副驾undefd1_副驾门Ukwn状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门Ukwn状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾undefd1_副驾门Ukwn状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门Ukwn状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾undefd1_副驾门Ukwn状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门Ukwn状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾undefd1_副驾门开启状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门开启状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾undefd1_副驾门开启状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门开启状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾undefd1_副驾门开启状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门开启状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾undefd1_副驾门关闭状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门关闭状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾undefd1_副驾门关闭状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门关闭状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾undefd1_副驾门关闭状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd1_副驾门关闭状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾未占位_副驾门Ukwn状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门Ukwn状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾未占位_副驾门Ukwn状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门Ukwn状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾未占位_副驾门Ukwn状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门Ukwn状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾未占位_副驾门开启状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门开启状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾未占位_副驾门开启状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门开启状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾未占位_副驾门开启状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门开启状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾未占位_副驾门关闭状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门关闭状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾未占位_副驾门关闭状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门关闭状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾未占位_副驾门关闭状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾未占位_副驾门关闭状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾占位_副驾门Ukwn状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门Ukwn状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾占位_副驾门Ukwn状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门Ukwn状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾占位_副驾门Ukwn状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门Ukwn状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾占位_副驾门开启状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门开启状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾占位_副驾门开启状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门开启状态_主驾门开启状态",旋转屏无响应,迎送宾功能
副驾占位_副驾门开启状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门开启状态_主驾门关闭状态",旋转屏旋转至副驾极限位置,迎送宾功能
副驾占位_副驾门关闭状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门关闭状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾占位_副驾门关闭状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门关闭状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾占位_副驾门关闭状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾占位_副驾门关闭状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾undefd2_副驾门Ukwn状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门Ukwn状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾undefd2_副驾门Ukwn状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门Ukwn状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾undefd2_副驾门Ukwn状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门Ukwn状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾undefd2_副驾门开启状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门开启状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾undefd2_副驾门开启状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门开启状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾undefd2_副驾门开启状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门开启状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
副驾undefd2_副驾门关闭状态_主驾门Ukwn状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门关闭状态_主驾门Ukwn状态",旋转屏无响应,迎送宾功能
副驾undefd2_副驾门关闭状态_主驾门开启状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门关闭状态_主驾门开启状态",旋转屏旋转至主驾极限位置,迎送宾功能
副驾undefd2_副驾门关闭状态_主驾门关闭状态,"1.初始旋转屏至中间位置'16'
2.开启智能转向开关,迎送宾功能,整车迎宾信号
3.设置信号:副驾undefd2_副驾门关闭状态_主驾门关闭状态",旋转屏无响应,迎送宾功能
