大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_蓝牙开启,"速度无效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送蓝牙开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_大屏开启,"速度无效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_大屏停止,"速度无效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏停止信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_蓝牙开启,"速度无效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送蓝牙开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_大屏开启,"速度无效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_大屏停止,"速度无效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏停止信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_蓝牙开启,"速度有效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送蓝牙开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_大屏开启,"速度有效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_大屏停止,"速度有效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏停止信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_蓝牙开启,"速度有效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送蓝牙开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_大屏开启,"速度有效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_DEFAULT/OFF/ACC/START/INVAILD状态_大屏停止,"速度有效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏停止信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_蓝牙开启,"速度无效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送蓝牙开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_大屏开启,"速度无效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_大屏停止,"速度无效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏停止信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_蓝牙开启,"速度无效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送蓝牙开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_大屏开启,"速度无效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_大屏停止,"速度无效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏停止信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_蓝牙开启,"速度有效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送蓝牙开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_大屏开启,"速度有效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_大屏停止,"速度有效且	小于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏停止信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_蓝牙开启,"速度有效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送蓝牙开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_大屏开启,"速度有效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏开启信号,背门位于大于或等于设定高度，不会响应开门或停止指令
大于或等于设定高度_ON状态_大屏停止,"速度有效且大于5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送大屏停止信号,背门位于大于或等于设定高度，不会响应开门或停止指令
