闭锁状态_OFF状态_远程小角度,"速度有效:	0km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_DEFAULT状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_invalid状态_远程小角度,"速度有效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_ON状态_远程小角度,"速度无效:	2km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_ACC状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_START状态_远程小角度,"速度有效:	5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_invalid_valid状态_远程小角度,"速度无效:	0km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_invalid_valid状态_远程小角度,"速度有效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_DEFAULT状态_远程小角度,"速度有效:	2km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_OFF状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_invalid状态_远程小角度,"速度无效:	5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_ON状态_远程小角度,"速度有效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_ACC状态_远程小角度,"速度有效:	0km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_START状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_DEFAULT状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_DEFAULT状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_OFF状态_远程小角度,"速度有效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_OFF状态_远程小角度,"速度无效:	2km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_invalid状态_远程小角度,"速度有效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_invalid状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_ON状态_远程小角度,"速度有效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_ON状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_ACC状态_远程小角度,"速度有效:	5km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_ACC状态_远程小角度,"速度有效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_START状态_远程小角度,"速度有效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
闭锁状态_START状态_远程小角度,"速度有效:	0km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_invalid_valid状态_远程小角度,"速度有效:	2km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
解锁强开区_invalid_valid状态_远程小角度,"速度无效:100km/h
处于正常工作电压范围
无错误工况（如热保护、通讯故障等）",发送远程小角度信号,电源模式/速度合规，尾门关闭至闭锁状态
